Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
QOLRLLFJMZLYQJ-LOBDNJQFNA-N,91453,9971,N,,pubchem,743220,9606,NR1H4,6137,O1[C@@H]2[C@@H]([C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@@H](CC4)C[C@@H](O)CC5)C)CC3=O)C2)C)[C@@H]([C@]16OC[C@@H](CC6)C)C
QOPHQPYRPJVOFT-KIRHJSMHNA-N,5727258,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(C=1C=C2CCC/C(=N\NC(=O)C3=C(OC=C3)C)/C2=CC1)C
QQJQSWFPMBORPH-UHFFFAOYNA-N,519224,7376,N,4.17066,pubchem,743037,9606,NR1H2,4643,ClC1=CC=C(N2N=CC=3C(C2=O)=CC=CC3)C=C1
QQLPPRIZUPEKMV-SWNBVTBJNA-N,5708003,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,N=1C=2C(NC1/C=C/C3=CC=CC=C3)=CC=CC2
QQMCXARZBBCPRC-YAQRNVERNA-N,2191502,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(CCNC(=O)C=1C=CC(C(C)(C)C)=CC1)C
PYUGLZIVWJGWCX-QZQOTICONA-N,387118,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,N(C1=CC(=C(/N=N/C2=CC=3C(=NC=CC3)C=C2)C=C1)C)(C)C
PYVOHVLEZJMINC-UHFFFAOYNA-N,11181836,9971,N,,pubchem,743220,9606,NR1H4,6137,[P+](CCCCCCCCCCCCCC)(CCCCCC)(CCCCCC)CCCCCC
PYWBRBTZZZJXCF-LILDFLRNNA-N,4917731,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O=C1CC(CC=2N=C(N=CC21)NC3=C(C=C(C=C3)C)C)C
PYYBFWHCEUTYRO-UHFFFAOYNA-N,6324557,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(N1CCC(CC1)C)C2=NOC(=C2)C3=C(O)C=CC=C3
PYYDLDNHGBXCKV-GPQMBLKYNA-N,1233834,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S=C1OC(=NN1CC(=O)NC2=NC=CC=C2C)C=3C=CC=CC3
QKFWYOZIIUVZRC-UHFFFAOYNA-N,11352536,10062,A,6.78252,pubchem,391699,9606,NR1H3,6206,ClC1=CC(CN(CCCC)C2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2)=CC(OC)=C1OC
QKFWYOZIIUVZRC-UHFFFAOYNA-N,11352536,7376,A,7.60206,pubchem,391700,9606,NR1H2,4643,ClC1=CC(CN(CCCC)C2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2)=CC(OC)=C1OC
QKFZNHNKJIXMJU-UHFFFAOYNA-N,24790244,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(CC=1ON=C(C(=O)N(CCN2N=CC=C2)CC)C1)C3=C(C=CC(=C3)C)C
QNHODDLRAOHBDD-LUXCBXFANA-N,1949535,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O=C(NC=1C=CC=CC1)C(=O)NC2=CC=CN=C2
QDXAWXXELADXKG-HPHMPNDVNA-N,828292,7376,N,4.17075,pubchem,743037,9606,NR1H2,4643,S1C2=C(CCCC2)C=3C(N)=C4CCC5=C(C4=NC13)C=CC=C5
QPIUDTVBNKEUGK-UHFFFAOYNA-N,382689,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C1C(CC=2C1=CC3=C(CCC3)C2)CC4=C(C=CC=C4)C(OC)=O
QPJLWPAPPMDWSW-MJQXHDFONA-N,9605083,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O=C1/C(=N\NC2=CC=C(C=C2)CC(O)=O)/C3=C(C=C1C(O)=O)C=CC=C3
QPKROMNIEAEFQA-KJQBJTEXNA-N,3572750,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(NC=1NC2=C(N1)C=CC=C2)C3=CC(N(=O)=O)=CC=C3
RCGYDFVCAAKKNG-UHFFFAOYNA-N,7066,9971,N,,pubchem,743220,9606,NR1H4,6137,S1C=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
RCIDSNDVAIAUBB-UHFFFAOYNA-N,3894771,7376,N,4.17083,pubchem,720737,9606,NR1H2,4643,S(CC(=O)C=1C=2C(NC1)=CC=CC2)C=3N(C=CN3)C
RCIMBBZXSXFZBV-UYBDAZJANA-N,4855,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1C=2C(N(CC)C=C1C(O)=O)=NC(N3CCCC3)=NC2
RCINICONZNJXQF-GXKQXQCDNA-N,36314,9971,N,,pubchem,588527,9606,NR1H4,6137,O1[C@H]2[C@](OC(=O)C)([C@@H]3[C@@]([C@@H](O)C2)(C(=O)[C@H](OC(=O)C)C=4C([C@](O)([C@H]3OC(=O)C=5C=CC=CC5)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C4C)(C)C)C)C1
RCKMWOKWVGPNJF-UHFFFAOYNA-N,15432,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C(N1CCN(CC1)C)N(CC)CC
RHLVCLJIDVQESM-UHFFFAOYNA-N,690223,7376,N,4.17043,pubchem,743037,9606,NR1H2,4643,S1C=2N=C(C=CC2C(N)=C1C(OCC)=O)C=3C=CC=CC3
RIKCMEDSBFQFAL-UHFFFAOYNA-N,14642,9971,N,,pubchem,743220,9606,NR1H4,6137,O(CCCCCCCC)C(=O)C1=CC=C(O)C=C1
RIKJWJIWXCUKQV-GIMVELNWNA-N,16420,9971,N,,pubchem,743220,9606,NR1H4,6137,S1C=C(N=C1N)C2=CC=C(N(=O)=O)C=C2
RKLCRNYOBNDALW-GPQMBLKYNA-N,7150643,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(C1=C(N(=O)=O)C(O)=NC(=C1)C)C(=O)C2=CC(=CC(=C2)C)C
RKLNONIVDFXQRX-UHFFFAOYNA-N,2448,9971,N,,pubchem,743220,9606,NR1H4,6137,BrC1=CC=C(C2(O)CCN(CC2)CCCC(=O)C=3C=CC(F)=CC3)C=C1
RKNPSKPCKPOHGU-UHFFFAOYNA-N,3336510,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,N1(C(=NC=2C1=CC=CC2)CNC3=C(C=C(C=C3)C)C)C
RKNTVINERUAWJC-HJUQIENHNA-N,CHEMBL2373289,9971,N,4.45,chembl20,752425,9606,NR1H4,6137,O1[C@@H]2[C@@H]([C@@]3([C@]([C@H]4[C@]5([C@@]6([C@H](C(C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC6)(C)C)CC4)C5)CC3)(C2)C)C)[C@@H](C[C@]18OC(O)[C@@]9(O[C@H]89)C)C
RJLHLYZVOCWLEN-XXJXKNJCNA-N,CHEMBL2037328,9971,A,5.96,chembl20,822295,9606,NR1H4,6137,O(C1=CC=C(C=C1)[C@H]2S[C@@H](C)C(NC=3N(N=C(C32)C)C=4C=CC=CC4CCC)=O)C5=CC=CC=C5
RJMSQJXUFVTOKU-GLAYEKRENA-N,CHEMBL2017541,9971,A,5.96,chembl20,819781,9606,NR1H4,6137,C1(=CC(N(C(=O)C=2C(=CC(=CC2)OCC3=C(ON=C3C=4C(=CC=CC4Cl)Cl)C(C)C)Cl)CCCC)=CC=C1)C(O)=O
RJMUSRYZPJIFPJ-WYUMXYHSNA-N,CHEMBL1448,9971,A,6.55,chembl20,752425,9606,NR1H4,6137,C=1(C=CC(=CC1Cl)N(=O)=O)NC(=O)C=2C(=CC=C(C2)Cl)O
RJNWBBKBWBZHPH-UHFFFAOYNA-N,CHEMBL560648,10062,N,2.74,chembl20,576093,9606,NR1H3,6206,C=1(C(=C2C=CC=C(Cl)C2=NN1)C3=CC(OCC4=CC(=CC=C4C(F)(F)F)Cl)=CC=C3)CC5=CC=CC=C5
RJNWBBKBWBZHPH-UHFFFAOYNA-N,CHEMBL560648,7376,N,4.07,chembl20,576092,9606,NR1H2,4643,C=1(C(=C2C=CC=C(Cl)C2=NN1)C3=CC(OCC4=CC(=CC=C4C(F)(F)F)Cl)=CC=C3)CC5=CC=CC=C5
RIOQSEWOXXDEQQ-UHFFFAOYNA-N,11776,9971,N,,pubchem,743220,9606,NR1H4,6137,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
RHMXXJGYXNZAPX-UHFFFAOYNA-N,CHEMBL289277,9971,N,4.35,chembl20,752447,9606,NR1H4,6137,C=1(O)C=C(O)C=C2C(=O)C3=CC(C)=CC(O)=C3C(=O)C12
RGLLOUBXMOGLDQ-IVEVATEUNA-N,14708,9971,N,,pubchem,743220,9606,NR1H4,6137,O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC5=NON=C5C4)C)CC2)CC1)C)C
RJOUHGWLHPOQSA-HCKMINDGNA-N,71267,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C(NC=1C(=CC=CC1C)C)CN2CCCCCC2
RJPOHBAGYLRJEF-LILDFLRNNA-N,5021201,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(=O)(=O)(N(C)C)C=1C=C(C(=O)NC=2C=C3CCCC3=CC2)C=CC1
RDESGHCWCBCERU-HCKMINDGNA-N,718994,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C(=O)NC=2C=CC(N3CCN(CC3)C)=CC2)=CC=C1
RDFCSSHDJSZMTQ-ZDUSSCGKNA-N,73093,9971,N,,pubchem,743220,9606,NR1H4,6137,ClCC(=O)[C@@H](NS(=O)(=O)C1=CC=C(C=C1)C)CCCCN
RDFVKBBDZCEXQZ-YAQRNVERNA-N,17253072,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C=2ON=C(C2)C(=O)NC3=CC(O)=CC=C3)=CC=C1
QUWHIBBGKKRYFW-UHFFFAOYNA-N,104677,9971,N,,pubchem,743220,9606,NR1H4,6137,S(C1=CC(N(=O)=O)=C(N)C=C1)C#N
QUWSDLYBOVGOCW-UHFFFAOYNA-N,16685,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC=1C(SC2=CC=C(Cl)C=C2)=CC(Cl)=C(Cl)C1
QUXHHAVSQLVISY-WYUMXYHSNA-N,975008,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(NC(=O)C=2OC(C3=CC=C(N(=O)=O)C=C3)=CC2)=NC=C1
QYYWZRBHQBDAFC-NDKGDYFDNA-N,2463702,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=C(C=C1C(=O)NC=2SC=CN2)C)CC
QYZRHDNGOVTVDB-LQFNOIFHNA-N,9865929,9971,N,,pubchem,743220,9606,NR1H4,6137,OC(C1=CC=C(C=C1)CNC(=O)C=2C(OC3=CC4=NON=C4C=C3)=NC=CC2)(C)C
QZAHRIYYSZDPIS-UHFFFAOYNA-N,210301,9971,N,,pubchem,743220,9606,NR1H4,6137,O1C(C[N+]2(CCCCC2)C)COC1(C3=CC=CC=C3)C4=CC=CC=C4
QZALBQGCDGAQSA-XQMQJMAZNA-N,2207291,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C=2C(OCC1)=CC=C(NC(=O)NC=3C=C(N(=O)=O)C=CC3)C2
QZCLKYGREBVARF-UHFFFAOYNA-N,6505,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C(CC(OCCCC)=O)(CC(OCCCC)=O)C(OCCCC)=O)C(=O)C
RBGAHDDQSRBDOG-UHFFFAOYNA-N,68604,9971,N,,pubchem,743220,9606,NR1H4,6137,S1C=2N(C(=O)C(CCN3CCC(CC3)C(=O)C=4C=CC(F)=CC4)=C(N2)C)CC1
RCFJDVCRANOZEL-CEGNMAFCNA-N,6238,9971,N,,pubchem,743217,9606,NR1H4,6137,O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)CC(=O)CC4)C)CC2)CC1)C)C(=O)C
RBJGBZDZNUUOPX-VJSLDGLSNA-N,CHEMBL251531,7376,A,6.33,chembl20,455329,9606,NR1H2,4643,C=1C=C2CC(CC2=CC1C3=CC4=C(C=CC=C4)N3C(OC(C)(C)C)=O)NC(C=5C(=CC=CC5)OC)=O
QYDYPVFESGNLHU-KHPPLWFENA-N,5364509,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C(=O)CCCCCCC/C=C\CCCCCCCC)C
RAGOYPUPXAKGKH-AGDNISCANA-N,147912,9971,N,,pubchem,743220,9606,NR1H4,6137,FC1=C([C@@]2(OCC(C2)COC3=CC=C(N4CCN(CC4)C5=CC=C(N6C(=O)N(N=C6)[C@H]([C@@H](O)C)CC)C=C5)C=C3)CN7N=CN=C7)C=CC(F)=C1
QZCQYKAOAKCYTC-UHFFFAOYNA-N,3125374,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O1C=2C(C(=NC3=CC=4C(C=C3O)=CC=CC4)C(N(=O)=O)C1=O)=CC=CC2
PMWDPPKCEHWPFA-GPQMBLKYNA-N,3161729,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC=1C=CC(NC(=O)CSC=2OC(=NN2)C3=NC=CC=C3)=CC1
PMWZOEUCNNFFKC-HCKMINDGNA-N,573329,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O1C(=C(C=C1)C)C(=O)NC2=CC3=C(C=C2)C=CC=C3
PMXBAFJUCVAIOS-MNQJQFDLNA-N,5515406,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=NN=C(N/N=C(\CC)/C)C2=C1C=CC=C2
PMXNPOJHBQDJKS-IAUQMDSZNA-N,101012,9971,N,,pubchem,743220,9606,NR1H4,6137,S(=O)(=O)(N)C1=C(SC=C1)C(OC)=O
PMYGXMBKYBGIEC-LALPQLPRNA-N,28620,9971,N,,pubchem,743220,9606,NR1H4,6137,O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@H](O)[C@H]8O)CO)[C@@H](O)C7)C)[C@@H](O)C6)C)[C@@H](O)C5)C)CC4)C)C[C@@H](O)[C@@]1([C@H](CC2)C9=COC(O)=C9)C
PJCRYEFFUHWMSH-ZRMKGWCANA-N,2249100,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1/C(/C(=O)N(CC(=O)NNC(=O)C2=C(OC)C=CC=C2)C1=S)=C/C3=CC(OC)=CC=C3
PJDZTGNRJOUUCF-UHFFFAOYNA-N,2931404,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,BrC1=CC=C(C(=O)COC(=O)C(NC=2C(OC)=CC=CC2)CC(=O)C=3C=CC=CC3)C=C1
PGXXASGVJSODES-HCKMINDGNA-N,971240,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(C=1C=C(OC)C(C(=O)NC2=CC=3OCOC3C=C2)=CC1)C
PGYWBJIKGQWDPY-HTXNQAPBNA-N,12005172,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O1C2=C(OCC1)C=CC(N3N(O)/C(=N/CC=4C(OC)=CC=CC4)/C(=N3)N(=O)=O)=C2
PGZBYZSNZQTPID-QWOVJGMINA-N,3529029,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(C=1C=2C(N(CC3=CC=CC=C3)C1)=CC=CC2)CC(=O)NC=4SC=CN4
PGZFUFYKPUNVFR-UHFFFAOYNA-N,CHEMBL577580,10062,N,4.75,chembl20,587931,9606,NR1H3,6206,C=1(C(=C2C(C(N(C2=O)C=3C=CC(=CC3)CCC=4C=CC(=CC4)O)=O)=C(C1Cl)Cl)Cl)Cl
PGZFUFYKPUNVFR-UHFFFAOYNA-N,CHEMBL577580,7376,N,4.75,chembl20,587933,9606,NR1H2,4643,C=1(C(=C2C(C(N(C2=O)C=3C=CC(=CC3)CCC=4C=CC(=CC4)O)=O)=C(C1Cl)Cl)Cl)Cl
PGZRDDYTKFZSFR-ONTIZHBONA-N,105104,9971,N,,pubchem,743220,9606,NR1H4,6137,O1[C@@]2(C[C@H](N3CCCC3)[C@@H](N(C)C(=O)CC4=CC=CC=C4)CC2)CCC1
OYBCJPZUEMNMGD-UHFFFAOYNA-N,164333,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C(C)(C)C)CC(OCCCO)C
OYCGKECKIVYHTN-YAQRNVERNA-N,24361,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C(NC=1C(=CC=CC1C)C)CN2CCCC2
OYDMDQQQNDFMEE-XQMQJMAZNA-N,285402,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(C1=CC=C(NC(=O)NC2=NC=CC(=C2)C)C=C1)C
PLVBQEFRONZLHO-UHFFFAOYNA-N,4021,9971,N,,pubchem,743220,9606,NR1H4,6137,OC=1N(N=C(C1)C)C2=CC=CC=C2
PNUZDKCDAWUEGK-FMRJLHJNNA-N,44341259,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC=1C(N2CC3(CC3)[C@@H](N)C2)=C(F)C=C4C1N(C5[C@H](F)C5)C=C(C4=O)C(O)=O
PNVJTZOFSHSLTO-UHFFFAOYNA-N,3346,9971,N,,pubchem,743220,9606,NR1H4,6137,S(C1=C(C=C(OP(=S)(OC)OC)C=C1)C)C
PNVNVHUZROJLTJ-UHFFFAOYNA-N,62923,9971,N,,pubchem,743220,9606,NR1H4,6137,OC1(C(CN(C)C)C2=CC=C(OC)C=C2)CCCCC1
PNXDDOFPVCLYFZ-YLHGWYNBNA-N,53325357,9971,A,7.85387,pubchem,577553,9606,NR1H4,6137,ClC=1C(C2=NOC(C(C)C)=C2COC3=CC=C(C4=CC=5C(=NC(=CC5OC(C)C)C(O)=O)C=C4)C=C3)=C(Cl)C=CC1
PFEFOYRSMXVNEL-UHFFFAOYNA-N,12902,9971,N,,pubchem,743220,9606,NR1H4,6137,OC1=C(C(C)(C)C)C=C(C(C)(C)C)C=C1C(C)(C)C
PFENFDGYVLAFBR-UHFFFAOYNA-N,5480,9971,N,,pubchem,743217,9606,NR1H4,6137,S1C=2CN(CCC2C(=C1N)C(OCC)=O)CC3=CC=CC=C3
PFEWOUJKCIQNHM-UMZFSCSYNA-N,9564880,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,BrC=1OC(/C=N/NC(=O)C2=CC=3OCCOC3C=C2)=CC1
POAAROIRKSJBID-LUSMWLDMNA-N,6861920,7376,N,4.17064,pubchem,720737,9606,NR1H2,4643,O=C(N/N=C/C(=C/C1=CC=CC=C1)/C)CN2C=3C(N=C2)=CC=CC3
OXGLMYQYCBGNSL-YHMJCDSINA-N,844700,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=C(N=C1NC(=O)C=2OC(=CC2)C)C)C(OC)=O
OXGMICTZZCSSFC-LILDFLRNNA-N,310541,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,FC=1C=C(C(=O)NC=2C=C3C(=CC2)C=CC=C3)C=CC1
PWSBPTSBOVJGGN-KJQBJTEXNA-N,7066096,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1C(NC=2C=CC(C(C)C)=CC2)=NC(CC(=O)O)=C1
PYPYDHUIORYEHW-AAQMKBJTNA-N,13816,9971,N,,pubchem,743220,9606,NR1H4,6137,S(O)(=O)(=O)C=1C2=C(C(N)=C(/N=N/C3=C(C=C(C4=CC(=C(/N=N/C5=C(N)C6=C(C(S(O)(=O)=O)=C5)C=CC=C6)C=C4)C)C=C3)C)C1)C=CC=C2
PYSGXOOLTJVMLV-UYBDAZJANA-N,5307515,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,OC=1N(C(O)=C2C1C=CC(C(=O)NC3CCCCCC3)=C2)CCC
PSWBKVWMVVCATC-UHFFFAOYNA-N,779179,9971,N,,pubchem,743220,9606,NR1H4,6137,O1CCN(C(=O)CN2CCN(CC2)C(=O)C=3C=CC(OC)=CC3)CC1
PURGNTBPZPRXAE-CQIYTRNANA-N,1226733,7376,N,4.17004,pubchem,720737,9606,NR1H2,4643,S=C(NC=1C(C(=O)NC2CCCCC2)=CC=CC1)NC(=O)C
QASBBQWXQPNREK-HTNBUGJPNA-N,73303,9971,N,,pubchem,743220,9606,NR1H4,6137,S(C1=C([C@H]2N(C(=O)[C@@H]2[C@H](O)C)C1C(O)=O)C)[C@H]3C[C@H](NC3)CNS(=O)(=O)N
QASFUMOKHFSJGL-LAFRSMQTNA-N,442972,9971,N,,pubchem,743217,9606,NR1H4,6137,O1[C@@]2([C@@H]([C@@H]3NC[C@H](C[C@@H]13)C)C)CC[C@H]4[C@H]5[C@@H]([C@@]6(C(=CC5)C[C@@H](O)CC6)C)CC4=C2C
QASHEFSPYKEOLB-YCTSBFEFNA-O,5339869,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(CC1=CC=CC=C1)C=2C=CC(=CC2)/C=N/NC(=O)C3=CC=[N+](CC(=O)C4=CC=CC=C4)C=C3
QBSJMKIUCUGGNG-XWKXFZRBNA-N,17517,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C=1C(C(C)C)=CC=CC1)C(=O)NC
QBSKJAJKLCDFAG-KYDRIDGWNA-N,9637161,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC=1C=C(C=CC1Cl)/C=N/NC2=NC=NC=3C2=CC=CC3
QBUILYGRQMFSAV-MCUVCGQJNA-N,44403656,10062,A,6.52288,pubchem,254707,9606,NR1H3,6206,O=C(N1C2C(C3C1CCCC3)CCCC2)[C@@]4([C@H]5[C@](CCC4)(C=6C(CC5)=CC=C(O)C6)C)C
QBUILYGRQMFSAV-MCUVCGQJNA-N,44403656,7376,A,6.72125,pubchem,254691,9606,NR1H2,4643,O=C(N1C2C(C3C1CCCC3)CCCC2)[C@@]4([C@H]5[C@](CCC4)(C=6C(CC5)=CC=C(O)C6)C)C
PXUULQAPEKKVAH-GPQMBLKYNA-N,67542,9971,N,,pubchem,743220,9606,NR1H4,6137,FC(F)(C(F)(F)C(F)(F)C(O)=O)C(F)(F)C(F)(F)F
RHOGBDOTAYIYFJ-MGPYVCBJNA-N,6307219,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,FC=1C=CC(=CC1)/C=N\NC=2NC=3C(=CC=CC3)C(=O)N2
RHPXZRQSHQBFEE-YAQRNVERNA-N,17095608,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=C(ON=C1C)C(=O)NC2=CC=C(C=C2)C(=O)C
RHRVLUQQMWKWLE-KBAPRCLUNA-N,3037582,9971,N,,pubchem,743220,9606,NR1H4,6137,O[C@H](C(=O)[C@@H](O)C(O)=O)[C@H](O)C(O)O
RHSBIGNQEIPSCT-UHFFFAOYNA-N,12532,9971,N,,pubchem,743220,9606,NR1H4,6137,N#CCCCCCCCCCCCCCCCCC
RHSUJRQZTQNSLL-NDKGDYFDNA-N,CHEMBL1867082,9971,A,9.0,chembl20,752425,9606,NR1H4,6137,O1C2=C(C(O)C1(C)C)C=CC=C2OC(=O)NC
RHTNOJVNXRSZGT-NULGTXLZNA-N,5720643,7376,N,4.17057,pubchem,743052,9606,NR1H2,4643,S1C(/C=N/NC(=O)C2=NNC=3CCCC32)=CC=C1
RHUARJBVILIQSZ-BDGWVKIONA-N,5094851,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(C=1OC(=NN1)C2=NNC3=C2C=CC=C3)CC(=O)NC4=CC(=CC=C4)C#N
RHUWRJWFHUKVED-UHFFFAOYNA-N,17036,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C(C1=CC=CC=C1)(C2=CC=CC=C2)C(OCCN(C)C)=O)CC
RHWNXOWPCIQOAH-UBYUDQPVNA-N,CHEMBL446208,10062,A,7.85,chembl20,540899,9606,NR1H3,6206,FC(F)(F)C1=C(Cl)C(=CC=C1)CN(CCCOC2=C3C=CN(C3=CC=C2)CC(O)=O)CC(C4=CC=CC=C4)C5=CC=CC=C5
RHWNXOWPCIQOAH-UBYUDQPVNA-N,CHEMBL446208,7376,A,8.4,chembl20,540900,9606,NR1H2,4643,FC(F)(F)C1=C(Cl)C(=CC=C1)CN(CCCOC2=C3C=CN(C3=CC=C2)CC(O)=O)CC(C4=CC=CC=C4)C5=CC=CC=C5
RHXZTRGESMJZMO-WYUMXYHSNA-N,3238292,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1N=C(C=C1C(C)C)C(=O)NC=2C=CC(CC)=CC2
RHYDWXFLAVMPIA-UHFFFAOYNA-N,443866,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1N2C(=NC=C1C=3[N-]N=NN3)C(=CC=C2)C
RHYNLNMKHHGIKE-QWOVJGMINA-N,24238955,7376,N,4.17039,pubchem,743037,9606,NR1H2,4643,O=C(NC=1N=CC=C(C1)C)CC2=CC=C(C3=CC=CC=C3)C=C2
RHZZAPBYVAKUFY-RCCGZVOCNA-N,9581725,7376,N,4.17076,pubchem,743052,9606,NR1H2,4643,ClC=1C=CC(NC(=S)/N=C/N(C)C)=CC1
RIALSAWSDNZIDK-FBBQLMTNNA-N,5402012,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C(/C(=N\NC(=O)C2=NC=CC=C2)/C)=CC=C1
RIANADWHHGJPRV-UHFFFAOYNA-N,878187,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S=C(N1CCCCC1)C=2OC(=CC2)C3=CC=CC=C3
RIAYZJVKRQJSBF-WYUMXYHSNA-N,746892,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(N1CCC=2C1=CC=CC2)NC=3C=CC=CC3
RIBGNAJQTOXRDK-UHFFFAOYNA-N,38037,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC1=CC(C2=CC(Cl)=CC=C2)=CC(Cl)=C1
RIGBPMDIGYBTBJ-LUXCBXFANA-N,12628,9971,N,,pubchem,743220,9606,NR1H4,6137,S(=O)(=O)(NC(=O)NC1CCCCC1)C2=CC=C(C=C2)C
RJUDFLSSNHBANM-AWMXCNCQNA-N,9661080,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(C1=CC=C(C=C1)C)CC(O/N=C(\N)/C2=NC=CC=C2)=O
RJUZQHVHEDGLPF-NPVYFSBINA-N,2384167,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=C(N=C1NC=2C=CC(=CC2)C(=O)O)C)C3=CC=CC=C3
RJWGMPWJKXQPAO-UHFFFAOYNA-N,217228,7376,N,4.17046,pubchem,743037,9606,NR1H2,4643,O=C1C=2C(C(=O)C1=CNC3=CC=CC=C3)=CC=CC2
RJXYYAGWGKPDTM-UHFFFAOYNA-N,11841949,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,BrC1=C(C=C(N2N=C(C(=C2O)C=NCCCOC)C)C=C1)C
RJZXUYGPSPYBIO-UHFFFAOYNA-N,2210533,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C(=O)CC=NC=2C=C(F)C(F)=CC2)=CC=C1
RKBCQNQBEDNFSM-UHFFFAOYNA-N,2501640,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(CN1N=NC2=C(C1=O)C=CC=C2)C3=CC=CC=C3
RKBPVWKRJYGNQG-RIYZIHGNNA-N,CHEMBL1668773,9971,A,5.41,chembl20,717116,9606,NR1H4,6137,CC(CC/C=C(/CC=1OC(=C(C1)CCC=C(C)C)O)\C)=O
